from_HexID,to_HexID,Month,TimeIndex,Distance_km,Energy_kWh_day,Energy_kWh_annual,Yarc,Trips,Tail_kWh
11,4,April,33,1.2756,11.878964693614108,356.36894080842325,1.0,-0.0,11.878964693614108
11,4,August,27,1.2756,2.147823399912454,66.58252539728608,1.0,-0.0,2.147823399912454
11,4,August,33,1.2756,11.878964693614114,368.2479055020375,1.0,-0.0,11.878964693614114
11,4,December,27,1.2756,2.147823399912454,66.58252539728608,1.0,-0.0,2.147823399912454
11,4,December,33,1.2756,11.878964693614108,368.2479055020374,1.0,0.0,11.878964693614108
11,4,February,27,1.2756,2.147823399912454,60.139055197548714,1.0,-0.0,2.147823399912454
11,4,February,33,1.2756,11.878964693614108,332.61101142119503,1.0,-0.0,11.878964693614108
11,4,January,27,1.2756,2.147823399912454,66.58252539728608,1.0,-0.0,2.147823399912454
11,4,January,33,1.2756,11.878964693614108,368.2479055020374,1.0,-0.0,11.878964693614108
11,4,July,27,1.2756,2.147823399912454,66.58252539728608,1.0,-0.0,2.147823399912454
11,4,July,33,1.2756,11.878964693614108,368.2479055020374,1.0,-0.0,11.878964693614108
11,4,June,17,1.2756,18.127443289660675,543.8232986898203,1.0,-0.0,18.127443289660675
11,4,June,18,1.2756,12.248493479604448,367.4548043881334,1.0,0.0,12.248493479604445
11,4,June,19,1.2756,0.47103221767363834,14.13096653020915,1.0,-0.0,0.47103221767363834
11,4,June,25,1.2756,0.1,3.0,1.0,-0.0,0.1
11,4,June,26,1.2756,0.1,3.0,1.0,-0.0,0.1
11,4,June,27,1.2756,22.72923650311752,681.8770950935256,1.0,1.0,2.7292365031175194
11,4,June,33,1.2756,11.878964693614101,356.368940808423,1.0,-0.0,11.878964693614101
11,4,March,27,1.2756,2.1478233999124576,66.58252539728619,1.0,-0.0,2.1478233999124576
11,4,March,33,1.2756,11.878964693614114,368.2479055020375,1.0,-0.0,11.878964693614114
11,4,May,15,1.2756,4.3565094992066165,135.0517944754051,1.0,-0.0,4.3565094992066165
11,4,May,16,1.2756,11.919988442953155,369.51964173154784,1.0,-0.0,11.919988442953155
11,4,May,17,1.2756,28.768004694102316,891.8081455171719,1.0,1.0,8.768004694102316
11,4,May,18,1.2756,19.999999000000038,619.9999690000012,1.0,-0.0,19.999999000000003
11,4,May,19,1.2756,10.968753655108344,340.03136330835866,1.0,-0.0,10.968753655108344
11,4,May,20,1.2756,6.0660186239078655,188.04657734114383,1.0,-0.0,6.0660186239078655
11,4,May,27,1.2756,2.1478233999124683,66.58252539728652,1.0,-0.0,2.1478233999124683
